year,Rank,Name,No. of FTE students,No. of students per staff,International students,Female:Male ratio,rank_prefix
2024,Reporter,National University Odessa Law Academy,"11,600",18.6,1%,65 : 35,
2024,Reporter,The National University of Ostroh Academy,"3,923",9.8,0%,48 : 52,
2024,Reporter,National Polytechnic University of Armenia,"5,583",7.3,2%,27 : 73,
2024,Reporter,National University of Quilmes,"42,123",32.4,2%,56 : 44,
2024,Reporter,National School of Artificial Intelligence (ENSIA),200,12.5,0%,66 : 34,
2024,Reporter,"National University of Science and Technology, Oman","5,230",18.2,10%,58 : 42,
2024,Reporter,"National University, Sudan","6,323",15.1,5%,51 : 49,
2024,Reporter,National Textile University,"3,766",18.8,0%,29 : 71,
2024,Reporter,National Transport University,"6,220",10.2,3%,28 : 72,
2024,Reporter,National University of Water and Environmental Engineering,"6,356",16.1,2%,33 : 67,
2024,Reporter,National University “Yuri Kondratyuk Poltava Polytechnic”,"5,356",8.7,9%,53 : 47,
2024,Reporter,Navoi State University,"10,178",26.4,0%,61 : 39,
2024,Reporter,Netaji Subhas University of Technology,"6,676",14.6,3%,14 : 86,
2024,Reporter,Niger Delta University,"19,323",23.4,0%,44 : 56,
2024,Reporter,Nihon Pharmaceutical University,"1,556",17.7,4%,50 : 50,
2024,Reporter,Niigata University of Health and Welfare,"4,577",17.3,1%,51 : 49,
2024,Reporter,University of Niigata Prefecture,"1,309",16.0,1%,73 : 27,
2024,Reporter,Ninevah University,"4,517",14.6,0%,42 : 58,
2024,Reporter,Nitte (Deemed to be University),"4,551",8.1,1%,66 : 34,
2024,Reporter,University of Northampton,"10,145",17.6,32%,64 : 36,
2024,Reporter,Northeast Ohio Medical University,989,10.4,0%,55 : 45,
2024,Reporter,Northern Border University,"14,875",11.5,2%,65 : 35,
2024,Reporter,Northern Technical University,"24,000",30.9,0%,47 : 53,
2024,Reporter,Norwich University of the Arts,"2,490",15.6,12%,61 : 39,
2024,Reporter,University Centre of El-Bayadh,"8,000",33.2,0%,0 : 100,
2024,Reporter,University of Nova Gorica,405,3.2,55%,47 : 53,
2024,Reporter,Novosibirsk State University of Economics and Management,"4,093",8.3,18%,68 : 32,
2024,Reporter,Nueva Ecija University of Science and Technology (NEUST),"29,516",60.0,1%,56 : 44,
2024,Reporter,Universidad Nur,"3,894",9.5,0%,57 : 43,
2024,Reporter,October 6 University,"23,151",11.9,4%,48 : 52,
2024,Reporter,October University for Modern Sciences and Arts (MSA),"11,705",9.8,1%,50 : 50,
2024,Reporter,Odesa I.I. Mechnikov National University,"5,198",7.2,3%,71 : 29,
2024,Reporter,Oguz Han Engineering and Technology University of Turkmenistan,"3,057",14.1,0%,54 : 46,
2024,Reporter,University of Okara,"6,970",60.6,0%,,
2024,Reporter,Omsk State Agrarian University,"6,548",20.3,11%,55 : 45,
2024,Reporter,Open Christian University,123,1.6,88%,16 : 84,
2024,Reporter,O.P. Jindal Global University,"7,583",9.1,0%,48 : 52,
2024,Reporter,Université d’Oran 2 Mohamed Ben Ahmed,"28,522",29.2,1%,58 : 42,
2024,Reporter,Oran Graduate School of Economics,967,13.2,0%,57 : 43,
2024,Reporter,Orel State Agrarian University named after N.V. Parahin,"1,773",10.4,20%,42 : 58,
2024,Reporter,Orel State University named after I.S. Turgenev,"11,703",14.9,13%,54 : 46,
2024,Reporter,ORT Uruguay University,"4,560",6.7,3%,46 : 54,
2024,Reporter,Osol Al-Deen University College,"3,397",28.8,0%,54 : 46,
2024,Reporter,University College of Osteopathy,370,10.6,31%,57 : 43,
2024,Reporter,Ostrogradsky National University of Kremenchuk,"3,479",12.5,1%,47 : 53,
2024,Reporter,University of Oum El Bouaghi,"12,759",12.8,0%,72 : 28,
2024,Reporter,Universidad del Pacífico,"4,712",9.1,2%,55 : 45,
2024,Reporter,Universidad del Pacífico Ecuador,689,13.9,1%,43 : 57,
2024,Reporter,Palestine Polytechnic University,"4,900",16.6,2%,58 : 42,
2024,Reporter,Palestine Technical University – Kadoorie,"6,987",18.8,4%,59 : 41,
2024,Reporter,Universidad de Pamplona,"24,304",14.9,1%,51 : 49,
2024,Reporter,Panteion University of Social and Political Sciences,"13,434",67.8,2%,50 : 50,
2024,Reporter,Panthéon-Assas University (Paris 2),"21,264",77.9,12%,64 : 36,
2024,Reporter,Pavlo Tychyna Uman State Pedagogical University,"7,804",14.5,3%,32 : 68,
2024,Reporter,University of Petra,"6,633",20.5,22%,58 : 42,
2024,Reporter,Petre Shotadze Tbilisi Medical Academy,916,16.4,64%,31 : 69,
2024,Reporter,Petroleum University of Technology,"1,820",35.0,0%,19 : 81,
2024,Reporter,Petro Mohyla Black Sea National University,"3,200",10.2,10%,58 : 42,
2024,Reporter,Pharos University,"11,859",29.1,1%,53 : 47,
2024,Reporter,Philadelphia University (Jordan),"3,252",16.4,33%,44 : 56,
2024,Reporter,"Plateau State University, Bokkos","2,484",11.4,0%,36 : 64,
2024,Reporter,Platov South-Russian State Polytechnic University (NPI),"6,861",10.1,9%,20 : 80,
2024,Reporter,Plymouth Marjon University,"2,015",22.4,2%,65 : 35,
2024,Reporter,Polytechnic Institute of Setúbal,"8,258",17.8,7%,46 : 54,
2024,Reporter,Pontifical Catholic University of Argentina,"18,297",4.4,7%,56 : 44,
2024,Reporter,University of Poonch Rawalakot,"5,149",28.1,0%,56 : 44,
2024,Reporter,Universidad Popular Autónoma del Estado de Puebla,"11,795",19.3,2%,61 : 39,
2024,Reporter,Prefectural University of Hiroshima,"2,479",11.9,2%,67 : 33,
2024,Reporter,"Presbyterian University, Ghana","2,971",41.3,1%,46 : 54,
2024,Reporter,Presidency University,"13,475",20.3,0%,29 : 71,
2024,Reporter,Prince Mohammad Bin Fahd University,"2,899",11.7,17%,55 : 45,
2024,Reporter,"University of Professional Studies, Accra","19,634",50.9,0%,46 : 54,
2024,Reporter,Prydniprovska State Academy of Civil Engineering and Architecture,"2,764",7.2,5%,39 : 61,
2024,Reporter,Pskov State University,"4,734",18.7,13%,55 : 45,
2024,Reporter,PUC-Campinas,"13,565",32.8,0%,58 : 42,
2024,Reporter,University of Puthisastra,"2,197",8.1,0%,59 : 41,
2024,Reporter,"Quaid-e-Awam University of Engineering, Science and Technology (QUEST)","4,955",10.6,0%,16 : 84,
2024,Reporter,Queen Arwa University,"4,057",9.2,1%,33 : 67,
2024,Reporter,Queen Margaret University,"4,350",21.8,30%,77 : 23,
2024,Reporter,Universidade Rainha Njinga a Mbande (URNM),"2,429",12.2,0%,44 : 56,
2024,Reporter,Rajamangala University of Technology Isan,"24,739",18.2,0%,46 : 54,
2024,Reporter,Rajamangala University of Technology Thanyaburi (RMUTT),"22,663",22.7,1%,57 : 43,
2024,Reporter,Rawalpindi Medical University,"3,619",9.1,1%,70 : 30,
2024,Reporter,Rennes School of Business,"3,286",34.6,34%,51 : 49,
2024,Reporter,Ritsumeikan Asia Pacific University (APU),"5,672",25.8,47%,52 : 48,
2024,Reporter,Rose Bruford College,710,15.8,20%,59 : 41,
2024,Reporter,Rostov State University of Economics,"20,149",24.8,3%,66 : 34,
2024,Reporter,Royal Agricultural University,"1,035",20.7,13%,54 : 46,
2024,Reporter,"Royal Central School of Speech and Drama, University of London","1,000",16.7,33%,68 : 32,
2024,Reporter,Royal College of Academics,"10,000",333.3,100%,,
2024,Reporter,Royal College of Art,"2,350",20.4,80%,72 : 28,
2024,Reporter,Royal Conservatoire of Scotland,"1,195",10.9,38%,57 : 43,
2024,Reporter,Royal Academy of Dramatic Art (RADA),155,4.4,20%,57 : 43,
2024,Reporter,Royal College of Music,875,10.3,58%,55 : 45,
2024,Reporter,Royal Academy of Music,785,9.8,49%,50 : 50,
2024,Reporter,Royal Northern College of Music,880,11.0,33%,49 : 51,
2024,Reporter,Russian State Agrarian University – Moscow Timiryazev Agricultural Academy,"11,059",13.3,5%,48 : 52,
2024,Reporter,Russian University of State for Social (RUSS),"12,067",34.5,5%,67 : 33,
2024,Reporter,Ryazan State Medical University,"5,758",9.4,15%,67 : 33,
2024,Reporter,University of Sadat City,"33,417",49.5,1%,47 : 53,
2024,Reporter,University of Saida,"13,124",19.5,0%,57 : 43,
2024,Reporter,University of Saint Joseph,"1,271",12.8,10%,61 : 39,
2024,Reporter,Saint Petersburg State Pediatric Medical University,"6,353",11.9,14%,57 : 43,
2024,Reporter,"Saint Thomas University, Colombia","28,768",21.1,0%,50 : 50,
2024,Reporter,Sakon Nakhon Rajabhat University,"8,269",20.6,1%,66 : 34,
2024,Reporter,Salahaddin University–Erbil,"28,576",11.7,1%,57 : 43,
2024,Reporter,Samara State Medical University,"7,123",9.4,11%,71 : 29,
2024,Reporter,Samarkand State University,"16,887",16.7,0%,48 : 52,
2024,Reporter,Samarkand State Institute of Foreign Languages,"7,619",14.7,0%,68 : 32,
2024,Reporter,Samarkand State Medical University,"7,416",9.9,2%,41 : 59,
2024,Reporter,Samsun University,"3,588",21.2,4%,44 : 56,
2024,Reporter,Universidad San Ignacio de Loyola,"22,694",35.4,1%,51 : 49,
2024,Reporter,University of San Martín de Porres,"38,988",18.2,1%,64 : 36,
2024,Reporter,University of Santander,"18,521",19.3,1%,62 : 38,
2024,Reporter,Universidad Santo Tomás,"27,382",22.4,1%,68 : 32,
2024,Reporter,Sarsen Amanzholov East Kazakhstan University,"7,339",25.0,2%,59 : 41,
2024,Reporter,Satya Wacana Christian University,"18,984",41.2,0%,53 : 47,
2024,Reporter,Saudi Electronic University,"20,908",21.7,7%,44 : 56,
2024,Reporter,SBS Swiss Business School,"2,200",13.6,61%,35 : 65,
2024,Reporter,University of Science and Technology of Southern Philippines (USTP),"22,237",28.3,0%,52 : 48,
2024,Reporter,SDU University,"7,319",22.7,0%,53 : 47,
2024,Reporter,Sebha University,"10,380",10.0,5%,69 : 31,
2024,Reporter,Sefako Makgatho Health Sciences University,"5,124",6.8,2%,67 : 33,
2024,Reporter,Seisa Dohto University,963,14.4,8%,31 : 69,
2024,Reporter,Senshu University,"17,557",21.9,3%,36 : 64,
2024,Reporter,Seyitnazar Seydi Turkmen State Pedagogical Institute,"3,947",21.9,0%,64 : 36,
2024,Reporter,"Shah Abdul Latif University, Khairpur","6,994",37.0,0%,25 : 75,
2024,Reporter,Shaheed Benazir Bhutto Women University Peshawar,"5,082",26.9,0%,100 : 0,
2024,Reporter,Shaheed Mohtarma Benazir Bhutto Medical University,"2,994",3.4,0%,52 : 48,
2024,Reporter,Shaheed Zulfiqar Ali Bhutto Medical University,"8,900",12.7,2%,56 : 44,
2024,Reporter,The University of Shiga Prefecture,"2,881",14.0,2%,49 : 51,
2024,Reporter,Shonan Institute of Technology,"2,262",30.2,8%,8 : 92,
2024,Reporter,Silesian University in Opava,"6,198",20.0,5%,67 : 33,
2024,Reporter,SIMAD University,"3,358",18.1,0%,38 : 62,
2024,Reporter,Simón Bolívar University (Colombia),"19,223",21.0,1%,60 : 40,
2024,Reporter,Universidad del Sinú,"31,467",26.8,0%,55 : 45,
2024,Reporter,Sir Syed University of Engineering and Technology,"6,771",17.5,0%,15 : 85,
2024,Reporter,Skolkovo Institute of Science and Technology (Skoltech),"1,063",8.8,21%,33 : 67,
2024,Reporter,Sohar University,"3,842",28.5,2%,80 : 20,
2024,Reporter,"Solent University, Southampton","8,810",17.4,34%,47 : 53,
2024,Reporter,"Soochow University, Taiwan","14,828",34.6,4%,60 : 40,
2024,Reporter,University of Sopron,"2,652",13.6,4%,63 : 37,
2024,Reporter,University of Souk Ahras,"11,957",19.4,0%,67 : 33,
2024,Reporter,University of Southern Punjab,"5,193",19.4,0%,44 : 56,
2024,Reporter,Southern Technical University,"17,370",34.5,0%,41 : 59,
2024,Reporter,Sri Balaji Vidyapeeth,"4,625",8.7,1%,57 : 43,
2024,Reporter,Sri Lanka Institute of Information Technology,"13,581",56.8,0%,38 : 62,
2024,Reporter,State Energy Institute of Turkmenistan,"2,402",13.0,1%,29 : 71,
2024,Reporter,Stavropol State Agrarian University,"4,007",6.8,7%,52 : 48,
2024,Reporter,St Luke’s International University,727,8.7,2%,93 : 7,
2024,Reporter,"St Mary’s University College, Belfast",940,23.5,48%,72 : 28,
2024,Reporter,"St Mary’s University, Twickenham","4,505",15.8,23%,55 : 45,
2024,Reporter,Stranmillis University College,"1,115",24.8,18%,79 : 21,
2024,Reporter,University of Suffolk,"3,175",15.1,14%,72 : 28,
2024,Reporter,University of Sufism and Modern Sciences (USMS),646,28.1,%,29 : 71,
2024,Reporter,Sugiyama Jogakuen University,"5,808",28.3,1%,100 : 0,
2024,Reporter,Sukkur IBA University,"4,345",15.4,0%,26 : 74,
2024,Reporter,University of Swabi,"1,090",11.6,0%,16 : 84,
2024,Reporter,Tafila Technical University,"5,320",22.9,1%,40 : 60,
2024,Reporter,University of Taipei,"8,117",19.9,3%,60 : 40,
2024,Reporter,Takushoku University,"9,033",12.7,13%,31 : 69,
2024,Reporter,Tama Art University,"4,745",33.4,11%,72 : 28,
2024,Reporter,University of Tamanghasset,"8,224",32.0,0%,48 : 52,
2024,Reporter,Tarlac Agricultural University,"6,518",26.1,0%,59 : 41,
2024,Reporter,Tarsus University,"2,926",22.7,1%,48 : 52,
2024,Reporter,Tashkent Institute of Chemical Technology,"5,140",17.1,0%,36 : 64,
2024,Reporter,Tashkent Institute of Finance,"9,115",22.7,1%,32 : 68,
2024,Reporter,Tashkent University of Information Technologies,"18,118",19.4,0%,19 : 81,
2024,Reporter,Tashkent Institute of Irrigation and Agricultural Mechanisation,"5,750",7.4,5%,28 : 72,
2024,Reporter,Tashkent State Medical University,"7,541",9.8,2%,47 : 53,
2024,Reporter,Tashkent Pediatric Medical Institute,"5,946",10.1,1%,50 : 50,
2024,Reporter,Tashkent Pharmaceutical Institute,"3,644",13.4,12%,65 : 35,
2024,Reporter,Tashkent State Dental Institute,"4,826",8.9,3%,51 : 49,
2024,Reporter,Tashkent State University of Economics,"13,484",21.0,3%,39 : 61,
2024,Reporter,Tashkent State University of Law,"4,850",10.8,1%,27 : 73,
2024,Reporter,Tashkent State University of Oriental Studies,"4,664",14.8,1%,53 : 47,
2024,Reporter,Tashkent State Pedagogical University named after Nizami,"15,698",22.2,1%,60 : 40,
2024,Reporter,Tashkent State Technical University,"13,889",12.6,0%,18 : 82,
2024,Reporter,Tashkent State Transport University,"17,437",24.1,0%,9 : 91,
2024,Reporter,Tashkent Institute of Textile and Light Industry,"4,189",11.5,0%,44 : 56,
2024,Reporter,Tata Institute of Fundamental Research,758,3.0,0%,28 : 72,
2024,Reporter,Tatung University,"3,926",19.4,3%,38 : 62,
2024,Reporter,T. C. Demiroğlu Bilim University,"2,025",10.3,0%,68 : 32,
2024,Reporter,Teacher Education College of Setif,"1,397",14.7,0%,93 : 7,
2024,Reporter,Technical University of Moldova,"8,183",11.6,2%,33 : 67,
2024,Reporter,University of Technology Nowshera,558,37.2,0%,0 : 100,
2024,Reporter,Universidad Técnica de Manabí,"30,310",29.7,1%,59 : 41,
2024,Reporter,Universidad Tecnológica de Bolívar,"5,714",21.8,0%,42 : 58,
2024,Reporter,Universidad Tecnológica de Santiago (UTESA),"44,529",117.8,4%,62 : 38,
2024,Reporter,Tecnológico de Costa Rica,"11,125",14.5,2%,38 : 62,
2024,Reporter,Instituto Tecnológico Metropolitano,"25,527",24.8,0%,44 : 56,
2024,Reporter,Teerthanker Mahaveer University,"9,894",11.9,0%,42 : 58,
2024,Reporter,Teikyo Heisei University,"10,057",19.7,1%,47 : 53,
2024,Reporter,Universiti Teknologi Brunei,"1,306",6.7,7%,45 : 55,
2024,Reporter,Institut Teknologi Nasional Bandung (ITENAS Bandung),"5,272",22.3,0%,21 : 79,
2024,Reporter,University of Telafer,"1,917",32.0,0%,46 : 54,
2024,Reporter,Institute of Telecommunications and Informatics of Turkmenistan,"2,899",9.7,0%,24 : 76,
2024,Reporter,Tenri University,"3,156",23.4,6%,36 : 64,
2024,Reporter,Termez State University,"25,511",26.2,1%,50 : 50,
2024,Reporter,Termez Institute of Engineering and Technology,"5,877",41.7,0%,15 : 85,
2024,Reporter,Termiz Institute of Agrotechnology and Innovative Development,"2,049",17.4,0%,48 : 52,
2024,Reporter,University of the Thai Chamber of Commerce,"18,818",31.0,12%,,
2024,Reporter,University of Thi-Qar,"21,792",15.9,0%,62 : 38,
2024,Reporter,Thomas Adewumi University,60,2.9,0%,60 : 40,
2024,Reporter,Tikrit University,"39,611",13.6,0%,36 : 64,
2024,Reporter,Tishk International University,"4,515",13.0,0%,52 : 48,
2024,Reporter,Tissemsilt University,"6,127",19.0,0%,55 : 45,
2024,Reporter,Tohoku Gakuin University,"11,105",36.7,0%,33 : 67,
2024,Reporter,Tokyo University of Foreign Studies,"4,359",16.6,10%,65 : 35,
2024,Reporter,Tokyo University of Technology,"7,695",27.3,4%,34 : 66,
2024,Reporter,Tomsk State Pedagogical University,"5,000",20.5,6%,79 : 21,
2024,Reporter,Toraighyrov University,"8,732",14.1,2%,,
2024,Reporter,Trinity Laban Conservatoire of Music and Dance,"1,150",9.6,34%,68 : 32,
2024,Reporter,University of Tripoli,"70,237",19.8,2%,61 : 39,
2024,Reporter,Turan-Astana University,"1,446",9.2,2%,41 : 59,
2024,Reporter,Turin Polytechnic University in Tashkent,"1,904",39.7,1%,12 : 88,
2024,Reporter,Turkmen State Architecture and Construction Institute,"3,416",9.9,0%,14 : 86,
2024,Reporter,Turkmen State Institute of Economics and Management,"3,574",13.1,0%,51 : 49,
2024,Reporter,Tver State Technical University,"3,229",8.5,10%,31 : 69,
2024,Reporter,Ubon Ratchathani University,"16,687",23.9,0%,67 : 33,
2024,Reporter,UBT,"14,191",12.6,3%,50 : 50,
2024,Reporter,"UEES, Espiritu Santo University","3,425",12.8,24%,51 : 49,
2024,Reporter,UIN Sulthan Thaha Saifuddin Jambi,"17,661",47.0,0%,57 : 43,
2024,Reporter,Ulyanovsk State University,"10,691",18.2,17%,56 : 44,
2024,Reporter,Ulyanovsk State Technical University,"6,412",16.6,8%,33 : 67,
2024,Reporter,UNESC,"10,052",19.7,0%,63 : 37,
2024,Reporter,Unichristus,"5,055",10.6,0%,65 : 35,
2024,Reporter,United International University,"4,759",21.9,1%,28 : 72,
2024,Reporter,Universiapolis – Université Internationale d’Agadir,"2,628",22.9,11%,,
2024,Reporter,Ural State University of Economics,"3,831",8.7,8%,52 : 48,
2024,Reporter,Ural State Medical University,"7,720",14.2,10%,78 : 22,
2024,Reporter,Urgench State University,"25,783",20.3,4%,58 : 42,
2024,Reporter,Uruk University,"8,309",21.9,0%,57 : 43,
2024,Reporter,Universidad UTE,"8,302",18.7,1%,48 : 52,
2024,Reporter,National University of Uzbekistan named after Mirzo Ulugbek,"18,241",13.2,2%,56 : 44,
2024,Reporter,Uzbekistan State University of World Languages,"19,466",20.6,0%,71 : 29,
2024,Reporter,Uzbek State University of Physical Culture and Sport,"13,799",29.7,0%,22 : 78,
2024,Reporter,Valahia University of Targoviste,"5,618",22.0,1%,49 : 51,
2024,Reporter,University of Vale do Itajaí,"9,308",16.4,1%,65 : 35,
2024,Reporter,Varendra University,"2,876",19.7,0%,39 : 61,
2024,Reporter,Varna University of Management,429,13.0,35%,43 : 57,
2024,Reporter,Vasyl Stefanyk Precarpathian National University,"12,268",15.3,0%,73 : 27,
2024,Reporter,"Veritas University, Abuja","4,626",15.9,3%,55 : 45,
2024,Reporter,University of Veterinary Medicine and Pharmacy in Košice,"2,001",9.0,44%,85 : 15,
2024,Reporter,Vila Velha University,"4,915",18.5,1%,59 : 41,
2024,Reporter,Vinayaka Mission’s Research Foundation,"13,195",9.5,0%,41 : 59,
2024,Reporter,Visayas State University,"7,946",16.6,0%,61 : 39,
2024,Reporter,Visvesvaraya Technological University,"3,578",19.7,0%,51 : 49,
2024,Reporter,Volgograd State Medical University,"6,524",5.9,32%,66 : 34,
2024,Reporter,University of Wales Trinity Saint David,"11,305",23.6,32%,58 : 42,
2024,Reporter,University of Warith Al-Anbiyaa,"3,214",16.7,0%,38 : 62,
2024,Reporter,Wasit University,"19,300",20.7,0%,43 : 57,
2024,Reporter,Westcliff University,"3,890",12.8,85%,46 : 54,
2024,Reporter,Western Caspian University,"3,282",10.1,6%,61 : 39,
2024,Reporter,West Ukrainian National University,"11,845",21.0,3%,37 : 63,
2024,Reporter,West Virginia University,"24,473",18.3,5%,53 : 47,
2024,Reporter,WHU: Beisheim,"1,880",31.3,32%,32 : 68,
2024,Reporter,Women University Mardan,"2,627",26.5,1%,100 : 0,
2024,Reporter,The Women University Multan,"7,072",38.0,0%,100 : 0,
2024,Reporter,University of Worcester,"7,485",17.2,14%,70 : 30,
2024,Reporter,World University of Bangladesh (WUB),"5,200",20.8,0%,21 : 79,
